Soil Moisture,Temperature, Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Status
32,15,43,101,,,,,,,,,,,OFF
15,11,42,51,,,,,,,,,,,ON
88,39,22,18,,,,,,,,,,,OFF
78,32,28,28,,,,,,,,,,,OFF
31,9,66,84,,,,,,,,,,,ON
67,35,32,54,,,,,,,,,,,ON
45,43,20,101,,,,,,,,,,,OFF
48,21,40,36,,,,,,,,,,,ON
4,6,51,10,,,,,,,,,,,ON
15,6,51,53,,,,,,,,,,,ON
63,3,46,94,,,,,,,,,,,OFF
38,38,45,108,,,,,,,,,,,OFF
34,31,45,73,,,,,,,,,,,ON
27,8,38,59,,,,,,,,,,,ON
1,23,24,99,,,,,,,,,,,OFF
88,38,60,1,,,,,,,,,,,OFF
73,36,37,110,,,,,,,,,,,OFF
64,8,49,22,,,,,,,,,,,OFF
19,4,30,37,,,,,,,,,,,ON
45,15,51,71,,,,,,,,,,,OFF
77,19,33,107,,,,,,,,,,,OFF
90,16,60,95,,,,,,,,,,,OFF
33,18,49,100,,,,,,,,,,,OFF
12,0,41,97,,,,,,,,,,,OFF
13,13,42,61,,,,,,,,,,,ON
72,27,29,15,,,,,,,,,,,OFF
5,29,50,3,,,,,,,,,,,ON
26,36,22,97,,,,,,,,,,,OFF
70,33,22,52,,,,,,,,,,,ON
62,17,69,72,,,,,,,,,,,ON
90,44,21,28,,,,,,,,,,,OFF
86,17,26,65,,,,,,,,,,,OFF
29,39,29,5,,,,,,,,,,,ON
80,32,23,27,,,,,,,,,,,OFF
43,39,24,33,,,,,,,,,,,ON
89,45,38,95,,,,,,,,,,,OFF
5,32,29,44,,,,,,,,,,,ON
47,44,48,77,,,,,,,,,,,ON
57,12,63,108,,,,,,,,,,,OFF
86,9,43,58,,,,,,,,,,,OFF
15,32,68,81,,,,,,,,,,,ON
59,31,31,41,,,,,,,,,,,ON
23,44,39,91,,,,,,,,,,,OFF
16,3,63,76,,,,,,,,,,,ON
88,38,64,1,,,,,,,,,,,OFF
22,20,61,5,,,,,,,,,,,ON
23,11,68,72,,,,,,,,,,,ON
49,25,46,34,,,,,,,,,,,OFF
63,19,43,21,,,,,,,,,,,OFF
73,0,22,69,,,,,,,,,,,OFF
87,40,61,100,,,,,,,,,,,OFF
34,32,64,22,,,,,,,,,,,ON
86,28,35,4,,,,,,,,,,,OFF
63,9,25,99,,,,,,,,,,,OFF
55,19,36,11,,,,,,,,,,,ON
62,25,65,70,,,,,,,,,,,ON
73,7,23,30,,,,,,,,,,,OFF
55,45,28,81,,,,,,,,,,,ON
49,34,56,13,,,,,,,,,,,ON
43,25,56,6,,,,,,,,,,,ON
26,23,34,66,,,,,,,,,,,ON
49,17,24,22,,,,,,,,,,,ON
46,40,56,59,,,,,,,,,,,ON
47,11,61,110,,,,,,,,,,,OFF
17,35,37,91,,,,,,,,,,,OFF
75,16,67,103,,,,,,,,,,,OFF
21,2,31,3,,,,,,,,,,,OFF
21,14,44,84,,,,,,,,,,,ON
33,22,70,68,,,,,,,,,,,ON
32,37,61,44,,,,,,,,,,,ON
64,7,23,9,,,,,,,,,,,OFF
25,27,65,66,,,,,,,,,,,ON
7,18,63,35,,,,,,,,,,,ON
40,35,49,74,,,,,,,,,,,ON
73,19,24,28,,,,,,,,,,,OFF
8,1,52,85,,,,,,,,,,,ON
10,5,21,102,,,,,,,,,,,OFF
51,27,36,56,,,,,,,,,,,ON
67,0,57,5,,,,,,,,,,,OFF
23,15,43,15,,,,,,,,,,,ON
35,34,26,64,,,,,,,,,,,ON
33,17,48,67,,,,,,,,,,,ON
86,22,45,20,,,,,,,,,,,OFF
1,40,32,64,,,,,,,,,,,ON
86,39,47,27,,,,,,,,,,,OFF
88,13,58,58,,,,,,,,,,,OFF
80,23,38,105,,,,,,,,,,,OFF
69,10,68,89,,,,,,,,,,,ON
78,29,34,11,,,,,,,,,,,OFF
32,45,46,74,,,,,,,,,,,ON
57,42,64,26,,,,,,,,,,,ON
80,31,39,68,,,,,,,,,,,ON
30,3,63,25,,,,,,,,,,,ON
27,15,22,68,,,,,,,,,,,OFF
28,34,30,95,,,,,,,,,,,OFF
85,40,55,107,,,,,,,,,,,OFF
43,7,66,50,,,,,,,,,,,ON
6,13,34,14,,,,,,,,,,,ON
44,40,46,41,,,,,,,,,,,ON
27,18,49,72,,,,,,,,,,,ON
75,17,56,5,,,,,,,,,,,OFF
60,43,63,104,,,,,,,,,,,OFF
46,27,39,18,,,,,,,,,,,ON
85,14,46,85,,,,,,,,,,,OFF
84,38,28,44,,,,,,,,,,,ON
35,4,57,61,,,,,,,,,,,OFF
62,22,39,86,,,,,,,,,,,ON
30,37,36,63,,,,,,,,,,,ON
41,1,26,30,,,,,,,,,,,OFF
58,9,66,12,,,,,,,,,,,ON
61,20,26,71,,,,,,,,,,,OFF
84,17,50,90,,,,,,,,,,,OFF
61,4,37,88,,,,,,,,,,,OFF
69,25,50,72,,,,,,,,,,,ON
29,24,66,79,,,,,,,,,,,ON
56,19,33,4,,,,,,,,,,,ON
62,32,51,46,,,,,,,,,,,ON
2,2,57,54,,,,,,,,,,,ON
48,39,31,77,,,,,,,,,,,ON
90,16,66,81,,,,,,,,,,,ON
45,28,26,11,,,,,,,,,,,ON
27,33,49,16,,,,,,,,,,,ON
44,27,27,42,,,,,,,,,,,ON
7,31,52,18,,,,,,,,,,,ON
74,0,53,40,,,,,,,,,,,OFF
6,11,61,5,,,,,,,,,,,ON
50,20,38,64,,,,,,,,,,,ON
72,44,56,49,,,,,,,,,,,ON
50,16,52,52,,,,,,,,,,,OFF
83,29,45,52,,,,,,,,,,,ON
36,23,60,83,,,,,,,,,,,OFF
50,19,55,29,,,,,,,,,,,ON
53,0,45,41,,,,,,,,,,,OFF
89,20,70,97,,,,,,,,,,,OFF
64,4,38,100,,,,,,,,,,,OFF
42,12,48,58,,,,,,,,,,,OFF
80,1,62,46,,,,,,,,,,,OFF
45,29,47,44,,,,,,,,,,,ON
52,14,65,93,,,,,,,,,,,OFF
67,18,43,53,,,,,,,,,,,ON
84,2,68,95,,,,,,,,,,,OFF
53,31,36,54,,,,,,,,,,,ON
50,37,57,9,,,,,,,,,,,ON
75,23,31,48,,,,,,,,,,,OFF
63,6,53,110,,,,,,,,,,,OFF
11,8,26,30,,,,,,,,,,,OFF
83,25,31,58,,,,,,,,,,,OFF
20,35,47,21,,,,,,,,,,,ON
50,10,40,19,,,,,,,,,,,ON
32,4,55,62,,,,,,,,,,,OFF
9,7,46,81,,,,,,,,,,,ON
89,38,24,58,,,,,,,,,,,ON
73,28,49,87,,,,,,,,,,,ON
36,16,24,50,,,,,,,,,,,OFF
65,36,28,10,,,,,,,,,,,OFF
75,31,51,101,,,,,,,,,,,OFF
17,10,37,52,,,,,,,,,,,ON
68,19,46,2,,,,,,,,,,,ON
21,38,21,50,,,,,,,,,,,ON
36,10,67,48,,,,,,,,,,,ON
10,24,50,103,,,,,,,,,,,OFF
6,35,40,39,,,,,,,,,,,ON
49,31,33,34,,,,,,,,,,,ON
61,26,56,97,,,,,,,,,,,OFF
33,24,40,23,,,,,,,,,,,OFF
60,38,50,22,,,,,,,,,,,OFF
86,9,70,53,,,,,,,,,,,ON
18,30,37,45,,,,,,,,,,,ON
74,11,37,69,,,,,,,,,,,ON
80,41,56,3,,,,,,,,,,,OFF
20,41,35,61,,,,,,,,,,,ON
87,10,60,44,,,,,,,,,,,OFF
6,13,63,2,,,,,,,,,,,ON
52,43,69,70,,,,,,,,,,,ON
5,40,40,47,,,,,,,,,,,ON
21,30,50,40,,,,,,,,,,,ON
1,20,61,72,,,,,,,,,,,ON
1,29,55,109,,,,,,,,,,,OFF
46,1,34,55,,,,,,,,,,,OFF
32,11,41,10,,,,,,,,,,,ON
68,25,30,84,,,,,,,,,,,OFF
50,3,35,58,,,,,,,,,,,ON
56,41,58,104,,,,,,,,,,,OFF
81,3,67,87,,,,,,,,,,,ON
74,44,34,58,,,,,,,,,,,ON
76,10,33,69,,,,,,,,,,,ON
73,2,65,57,,,,,,,,,,,ON
72,1,50,54,,,,,,,,,,,OFF
69,25,41,63,,,,,,,,,,,ON
73,34,20,75,,,,,,,,,,,ON
64,21,22,55,,,,,,,,,,,OFF
24,18,35,103,,,,,,,,,,,OFF
14,13,46,94,,,,,,,,,,,OFF
13,6,35,76,,,,,,,,,,,ON
88,45,25,88,,,,,,,,,,,ON
88,27,51,29,,,,,,,,,,,OFF
17,38,53,67,,,,,,,,,,,ON
34,28,35,99,,,,,,,,,,,OFF
87,4,51,97,,,,,,,,,,,OFF
66,16,53,41,,,,,,,,,,,OFF
81,28,55,4,,,,,,,,,,,OFF
89,17,65,89,,,,,,,,,,,ON
62,13,51,105,,,,,,,,,,,OFF
33,18,28,63,,,,,,,,,,,OFF
16,23,64,62,,,,,,,,,,,ON
19,0,42,35,,,,,,,,,,,OFF
63,32,62,86,,,,,,,,,,,ON
43,10,54,98,,,,,,,,,,,OFF
26,34,45,72,,,,,,,,,,,ON
18,37,30,13,,,,,,,,,,,ON
50,22,53,13,,,,,,,,,,,ON
73,0,57,68,,,,,,,,,,,OFF
62,14,65,51,,,,,,,,,,,ON
76,43,60,71,,,,,,,,,,,ON
63,23,41,72,,,,,,,,,,,ON
43,26,65,95,,,,,,,,,,,OFF
18,2,57,90,,,,,,,,,,,ON
36,41,47,45,,,,,,,,,,,ON
7,12,33,67,,,,,,,,,,,ON
56,24,60,1,,,,,,,,,,,ON
69,20,65,73,,,,,,,,,,,ON
35,45,44,27,,,,,,,,,,,ON
83,32,55,29,,,,,,,,,,,OFF
64,26,46,44,,,,,,,,,,,ON
37,22,21,81,,,,,,,,,,,ON
62,29,58,88,,,,,,,,,,,ON
66,20,69,95,,,,,,,,,,,OFF
38,14,56,38,,,,,,,,,,,ON
18,22,51,74,,,,,,,,,,,ON
75,28,46,44,,,,,,,,,,,ON
10,37,58,25,,,,,,,,,,,ON
10,43,36,31,,,,,,,,,,,ON
48,3,50,20,,,,,,,,,,,ON
9,29,20,84,,,,,,,,,,,ON
88,12,43,42,,,,,,,,,,,ON
62,30,33,42,,,,,,,,,,,ON
1,38,34,70,,,,,,,,,,,ON
85,1,45,67,,,,,,,,,,,OFF
84,42,48,45,,,,,,,,,,,ON
63,1,54,68,,,,,,,,,,,OFF
2,34,66,29,,,,,,,,,,,ON
17,35,29,25,,,,,,,,,,,ON
71,12,40,51,,,,,,,,,,,ON
83,42,22,75,,,,,,,,,,,ON
68,5,38,82,,,,,,,,,,,OFF
27,35,49,51,,,,,,,,,,,ON
82,40,41,7,,,,,,,,,,,OFF
49,7,22,7,,,,,,,,,,,OFF
46,13,69,101,,,,,,,,,,,OFF
29,42,53,32,,,,,,,,,,,ON
68,34,55,49,,,,,,,,,,,ON
1,23,44,5,,,,,,,,,,,ON
24,18,60,73,,,,,,,,,,,OFF
74,16,26,110,,,,,,,,,,,OFF
40,15,69,34,,,,,,,,,,,ON
46,6,37,24,,,,,,,,,,,ON
53,9,21,75,,,,,,,,,,,OFF
61,18,52,64,,,,,,,,,,,OFF
11,14,22,98,,,,,,,,,,,OFF
56,20,49,73,,,,,,,,,,,ON
77,15,70,62,,,,,,,,,,,ON
33,42,56,31,,,,,,,,,,,ON
44,29,23,35,,,,,,,,,,,ON
11,9,36,99,,,,,,,,,,,OFF
11,7,32,93,,,,,,,,,,,OFF
13,13,41,50,,,,,,,,,,,ON
83,27,66,108,,,,,,,,,,,OFF
39,21,68,12,,,,,,,,,,,ON
20,6,25,33,,,,,,,,,,,ON
20,13,60,100,,,,,,,,,,,OFF
18,19,26,23,,,,,,,,,,,ON
46,34,42,89,,,,,,,,,,,ON
83,27,67,70,,,,,,,,,,,ON
17,32,41,13,,,,,,,,,,,ON
26,20,23,98,,,,,,,,,,,OFF
90,11,24,81,,,,,,,,,,,OFF
20,20,47,48,,,,,,,,,,,ON
12,32,67,14,,,,,,,,,,,ON
8,29,46,105,,,,,,,,,,,OFF
31,28,40,42,,,,,,,,,,,ON
11,28,58,58,,,,,,,,,,,ON
15,13,60,52,,,,,,,,,,,ON
46,1,47,65,,,,,,,,,,,OFF
51,29,53,73,,,,,,,,,,,ON
30,39,34,109,,,,,,,,,,,OFF
40,24,50,55,,,,,,,,,,,ON
70,18,64,99,,,,,,,,,,,OFF
65,29,52,103,,,,,,,,,,,OFF
54,38,31,93,,,,,,,,,,,OFF
79,18,68,85,,,,,,,,,,,ON
90,10,23,4,,,,,,,,,,,OFF
69,0,33,7,,,,,,,,,,,OFF
53,42,64,44,,,,,,,,,,,ON
70,14,34,54,,,,,,,,,,,ON
78,21,42,91,,,,,,,,,,,OFF
48,10,66,26,,,,,,,,,,,ON
49,6,37,21,,,,,,,,,,,ON
41,0,51,51,,,,,,,,,,,OFF
9,39,59,14,,,,,,,,,,,ON
75,15,61,54,,,,,,,,,,,OFF
79,8,41,36,,,,,,,,,,,OFF
14,26,62,30,,,,,,,,,,,ON
46,24,58,102,,,,,,,,,,,OFF
32,31,42,19,,,,,,,,,,,ON
8,14,69,40,,,,,,,,,,,ON
50,43,62,3,,,,,,,,,,,ON
53,27,59,54,,,,,,,,,,,ON
78,34,50,30,,,,,,,,,,,OFF
62,28,67,41,,,,,,,,,,,ON
68,12,49,82,,,,,,,,,,,OFF
28,10,40,91,,,,,,,,,,,OFF
34,22,31,46,,,,,,,,,,,OFF
20,7,70,108,,,,,,,,,,,OFF
81,36,39,75,,,,,,,,,,,ON
83,28,46,14,,,,,,,,,,,OFF
62,29,30,23,,,,,,,,,,,OFF
32,33,28,73,,,,,,,,,,,ON
80,32,65,110,,,,,,,,,,,OFF
22,25,27,11,,,,,,,,,,,ON
88,32,64,60,,,,,,,,,,,ON
25,31,30,59,,,,,,,,,,,ON
13,20,69,24,,,,,,,,,,,ON
57,38,30,34,,,,,,,,,,,ON
89,24,63,33,,,,,,,,,,,OFF
54,3,50,8,,,,,,,,,,,OFF
44,3,29,100,,,,,,,,,,,OFF
80,42,24,52,,,,,,,,,,,ON
50,36,42,12,,,,,,,,,,,ON
79,28,48,86,,,,,,,,,,,ON
15,11,40,39,,,,,,,,,,,ON
85,17,20,35,,,,,,,,,,,OFF
13,27,39,79,,,,,,,,,,,ON
1,4,62,37,,,,,,,,,,,ON
47,34,30,110,,,,,,,,,,,OFF
26,11,53,14,,,,,,,,,,,ON
45,30,58,92,,,,,,,,,,,OFF
70,21,31,60,,,,,,,,,,,OFF
37,16,63,67,,,,,,,,,,,OFF
59,15,27,35,,,,,,,,,,,ON
44,21,69,27,,,,,,,,,,,ON
10,2,47,61,,,,,,,,,,,ON
76,35,61,82,,,,,,,,,,,ON
87,42,65,101,,,,,,,,,,,OFF
29,2,45,109,,,,,,,,,,,OFF
17,3,57,61,,,,,,,,,,,ON
64,10,58,69,,,,,,,,,,,OFF
52,34,67,105,,,,,,,,,,,OFF
66,20,30,44,,,,,,,,,,,OFF
81,45,51,12,,,,,,,,,,,OFF
25,15,38,5,,,,,,,,,,,ON
45,28,20,98,,,,,,,,,,,OFF
18,5,64,65,,,,,,,,,,,ON
31,14,67,41,,,,,,,,,,,ON
31,12,48,91,,,,,,,,,,,OFF
65,5,61,94,,,,,,,,,,,OFF
87,27,40,100,,,,,,,,,,,OFF
80,29,54,71,,,,,,,,,,,ON
57,43,54,5,,,,,,,,,,,ON
25,19,37,19,,,,,,,,,,,ON
65,34,40,67,,,,,,,,,,,ON
19,13,23,9,,,,,,,,,,,ON
75,31,39,57,,,,,,,,,,,ON
73,17,32,25,,,,,,,,,,,OFF
72,24,62,48,,,,,,,,,,,OFF
18,23,37,82,,,,,,,,,,,ON
25,21,35,107,,,,,,,,,,,OFF
63,40,41,51,,,,,,,,,,,ON
86,17,66,33,,,,,,,,,,,OFF
90,37,61,17,,,,,,,,,,,OFF
4,33,35,23,,,,,,,,,,,ON
74,3,28,91,,,,,,,,,,,OFF
41,24,47,83,,,,,,,,,,,ON
14,36,22,58,,,,,,,,,,,ON
32,23,44,64,,,,,,,,,,,ON
30,26,69,66,,,,,,,,,,,ON
32,31,40,93,,,,,,,,,,,OFF
79,22,59,70,,,,,,,,,,,OFF
6,1,42,87,,,,,,,,,,,ON
20,39,30,101,,,,,,,,,,,OFF
41,35,60,76,,,,,,,,,,,ON
86,36,44,40,,,,,,,,,,,ON
11,32,20,38,,,,,,,,,,,ON
38,9,23,108,,,,,,,,,,,OFF
82,36,49,75,,,,,,,,,,,ON
60,16,41,105,,,,,,,,,,,OFF
25,34,63,7,,,,,,,,,,,ON
47,10,27,108,,,,,,,,,,,OFF
85,24,27,103,,,,,,,,,,,OFF
13,16,63,82,,,,,,,,,,,ON
21,15,24,75,,,,,,,,,,,OFF
38,27,48,51,,,,,,,,,,,ON
58,33,45,1,,,,,,,,,,,ON
73,29,56,101,,,,,,,,,,,OFF
63,16,46,96,,,,,,,,,,,OFF
11,41,33,4,,,,,,,,,,,ON
13,40,33,16,,,,,,,,,,,ON
74,2,60,78,,,,,,,,,,,OFF
26,44,48,65,,,,,,,,,,,ON
82,45,26,11,,,,,,,,,,,OFF
45,22,27,88,,,,,,,,,,,OFF
3,36,38,60,,,,,,,,,,,ON
87,45,67,48,,,,,,,,,,,ON
44,33,35,0,,,,,,,,,,,ON
23,34,26,100,,,,,,,,,,,OFF
21,15,65,80,,,,,,,,,,,ON
72,34,68,107,,,,,,,,,,,OFF
55,45,56,27,,,,,,,,,,,ON
64,20,64,102,,,,,,,,,,,OFF
16,16,41,42,,,,,,,,,,,ON
19,12,49,104,,,,,,,,,,,OFF
81,21,70,20,,,,,,,,,,,OFF
62,4,32,59,,,,,,,,,,,ON
42,25,39,98,,,,,,,,,,,OFF
37,31,48,30,,,,,,,,,,,ON
50,27,42,30,,,,,,,,,,,ON
81,22,42,100,,,,,,,,,,,OFF
62,1,33,98,,,,,,,,,,,OFF
86,21,27,64,,,,,,,,,,,OFF
31,21,46,82,,,,,,,,,,,ON
56,36,40,56,,,,,,,,,,,ON
56,30,62,40,,,,,,,,,,,OFF
61,28,31,14,,,,,,,,,,,OFF
21,13,29,10,,,,,,,,,,,ON
23,26,42,106,,,,,,,,,,,OFF
29,19,52,75,,,,,,,,,,,OFF
54,38,62,40,,,,,,,,,,,ON
5,6,21,29,,,,,,,,,,,ON
81,17,60,76,,,,,,,,,,,OFF
28,21,70,108,,,,,,,,,,,OFF
48,26,21,14,,,,,,,,,,,ON
34,27,20,95,,,,,,,,,,,OFF
30,31,54,38,,,,,,,,,,,ON
27,44,36,109,,,,,,,,,,,OFF
72,3,65,61,,,,,,,,,,,ON
51,32,69,49,,,,,,,,,,,ON
53,45,41,96,,,,,,,,,,,OFF
27,1,37,75,,,,,,,,,,,OFF
71,7,21,33,,,,,,,,,,,OFF
1,43,28,83,,,,,,,,,,,ON
17,2,42,97,,,,,,,,,,,OFF
90,24,40,80,,,,,,,,,,,ON
61,25,31,100,,,,,,,,,,,OFF
17,0,39,97,,,,,,,,,,,OFF
40,11,68,18,,,,,,,,,,,ON
2,37,45,107,,,,,,,,,,,OFF
87,45,52,2,,,,,,,,,,,OFF
40,3,28,43,,,,,,,,,,,OFF
6,40,37,90,,,,,,,,,,,ON
64,16,51,60,,,,,,,,,,,OFF
82,14,28,77,,,,,,,,,,,OFF
70,36,29,83,,,,,,,,,,,ON
4,44,31,73,,,,,,,,,,,ON
60,37,68,55,,,,,,,,,,,ON
12,45,41,101,,,,,,,,,,,OFF
6,42,66,60,,,,,,,,,,,ON
71,45,28,110,,,,,,,,,,,OFF
84,16,65,77,,,,,,,,,,,ON
55,3,54,65,,,,,,,,,,,OFF
9,7,22,47,,,,,,,,,,,ON
28,43,51,102,,,,,,,,,,,OFF
53,17,46,3,,,,,,,,,,,ON
24,11,38,35,,,,,,,,,,,ON
39,2,63,32,,,,,,,,,,,ON
37,43,36,83,,,,,,,,,,,ON
71,42,55,32,,,,,,,,,,,OFF
28,27,36,33,,,,,,,,,,,ON
40,14,23,55,,,,,,,,,,,OFF
13,0,59,47,,,,,,,,,,,ON
50,9,20,36,,,,,,,,,,,ON
42,8,67,24,,,,,,,,,,,ON
27,37,27,25,,,,,,,,,,,ON
68,33,66,67,,,,,,,,,,,ON
75,37,44,107,,,,,,,,,,,OFF
1,28,48,87,,,,,,,,,,,ON
34,13,25,92,,,,,,,,,,,OFF
73,45,23,66,,,,,,,,,,,ON
60,20,49,21,,,,,,,,,,,OFF
88,40,65,45,,,,,,,,,,,ON
35,36,51,65,,,,,,,,,,,ON
6,8,38,2,,,,,,,,,,,OFF
40,18,61,30,,,,,,,,,,,ON
54,21,39,16,,,,,,,,,,,ON
43,43,49,36,,,,,,,,,,,ON
62,35,30,107,,,,,,,,,,,OFF
86,28,22,47,,,,,,,,,,,ON
85,14,34,75,,,,,,,,,,,ON
40,17,57,11,,,,,,,,,,,OFF
70,25,58,3,,,,,,,,,,,OFF
4,45,50,60,,,,,,,,,,,ON
79,14,41,62,,,,,,,,,,,ON
85,33,68,109,,,,,,,,,,,OFF
54,5,58,4,,,,,,,,,,,OFF
14,1,56,46,,,,,,,,,,,ON
75,26,38,107,,,,,,,,,,,OFF
42,18,69,72,,,,,,,,,,,ON
40,7,46,11,,,,,,,,,,,ON
11,3,59,89,,,,,,,,,,,ON
35,28,27,19,,,,,,,,,,,ON
28,38,49,49,,,,,,,,,,,ON
45,40,40,35,,,,,,,,,,,ON
84,40,26,37,,,,,,,,,,,OFF
58,27,62,22,,,,,,,,,,,ON
30,5,65,65,,,,,,,,,,,ON
87,20,40,31,,,,,,,,,,,OFF
32,23,41,77,,,,,,,,,,,ON
88,22,70,74,,,,,,,,,,,ON
20,30,45,102,,,,,,,,,,,OFF
17,37,54,94,,,,,,,,,,,OFF
68,44,23,15,,,,,,,,,,,OFF
50,9,24,100,,,,,,,,,,,OFF
39,41,65,76,,,,,,,,,,,ON
49,4,32,20,,,,,,,,,,,ON
48,22,49,22,,,,,,,,,,,ON
58,3,21,105,,,,,,,,,,,OFF
83,43,61,55,,,,,,,,,,,ON
58,37,55,70,,,,,,,,,,,ON
20,35,63,42,,,,,,,,,,,ON
47,17,29,7,,,,,,,,,,,ON
44,4,42,26,,,,,,,,,,,ON
52,28,22,44,,,,,,,,,,,ON
17,24,67,95,,,,,,,,,,,OFF
4,45,28,13,,,,,,,,,,,ON
76,9,56,69,,,,,,,,,,,OFF
6,9,56,79,,,,,,,,,,,ON
36,19,55,7,,,,,,,,,,,ON
36,17,43,88,,,,,,,,,,,ON
17,3,51,76,,,,,,,,,,,ON
25,24,55,34,,,,,,,,,,,OFF
71,36,57,61,,,,,,,,,,,ON
4,28,62,9,,,,,,,,,,,ON
26,2,23,104,,,,,,,,,,,OFF
5,34,37,39,,,,,,,,,,,ON
51,1,66,32,,,,,,,,,,,ON
9,23,61,44,,,,,,,,,,,ON
74,37,50,33,,,,,,,,,,,OFF
4,30,25,93,,,,,,,,,,,OFF
41,43,40,70,,,,,,,,,,,ON
49,16,26,5,,,,,,,,,,,ON
79,10,37,104,,,,,,,,,,,OFF
47,13,55,92,,,,,,,,,,,OFF
63,19,44,2,,,,,,,,,,,ON
63,28,49,42,,,,,,,,,,,ON
49,21,56,11,,,,,,,,,,,ON
56,7,63,75,,,,,,,,,,,OFF
69,1,52,56,,,,,,,,,,,OFF
42,45,58,43,,,,,,,,,,,ON
37,15,65,86,,,,,,,,,,,ON
32,35,34,45,,,,,,,,,,,ON
13,14,42,46,,,,,,,,,,,ON
27,18,51,27,,,,,,,,,,,ON
40,23,26,90,,,,,,,,,,,OFF
87,13,34,20,,,,,,,,,,,OFF
72,31,23,98,,,,,,,,,,,OFF
33,19,45,62,,,,,,,,,,,ON
73,20,21,11,,,,,,,,,,,OFF
10,8,22,16,,,,,,,,,,,ON
9,14,62,25,,,,,,,,,,,ON
45,20,35,39,,,,,,,,,,,ON
60,26,28,13,,,,,,,,,,,OFF
66,21,65,83,,,,,,,,,,,ON
85,12,55,75,,,,,,,,,,,OFF
50,16,28,102,,,,,,,,,,,OFF
88,37,46,20,,,,,,,,,,,OFF
43,29,43,74,,,,,,,,,,,ON
87,13,54,9,,,,,,,,,,,OFF
7,33,51,3,,,,,,,,,,,ON
10,1,41,51,,,,,,,,,,,ON
2,4,29,98,,,,,,,,,,,OFF
28,6,58,88,,,,,,,,,,,OFF
39,12,55,89,,,,,,,,,,,OFF
72,32,47,108,,,,,,,,,,,OFF
86,30,25,23,,,,,,,,,,,OFF
63,30,68,30,,,,,,,,,,,OFF
68,7,34,40,,,,,,,,,,,ON
39,22,55,60,,,,,,,,,,,OFF
19,39,63,54,,,,,,,,,,,ON
17,8,25,4,,,,,,,,,,,OFF
79,10,55,104,,,,,,,,,,,OFF
64,44,23,109,,,,,,,,,,,OFF
13,27,36,49,,,,,,,,,,,ON
57,0,48,78,,,,,,,,,,,OFF
26,0,43,64,,,,,,,,,,,OFF
30,27,67,39,,,,,,,,,,,ON
32,29,47,72,,,,,,,,,,,ON
22,42,38,57,,,,,,,,,,,ON
23,28,65,45,,,,,,,,,,,ON
75,26,60,36,,,,,,,,,,,OFF
25,4,43,110,,,,,,,,,,,OFF
39,37,51,25,,,,,,,,,,,ON
53,22,33,17,,,,,,,,,,,ON
4,8,46,73,,,,,,,,,,,ON
62,10,57,48,,,,,,,,,,,OFF
59,8,48,59,,,,,,,,,,,OFF
31,27,30,80,,,,,,,,,,,OFF
6,18,30,33,,,,,,,,,,,ON
35,33,45,15,,,,,,,,,,,ON
49,6,51,29,,,,,,,,,,,ON
77,2,37,44,,,,,,,,,,,OFF
15,30,35,51,,,,,,,,,,,ON
77,25,32,46,,,,,,,,,,,ON
29,24,31,82,,,,,,,,,,,OFF
72,14,62,104,,,,,,,,,,,OFF
83,15,61,99,,,,,,,,,,,OFF
76,12,67,68,,,,,,,,,,,ON
66,42,22,103,,,,,,,,,,,OFF
60,9,26,104,,,,,,,,,,,OFF
69,13,37,59,,,,,,,,,,,ON
72,28,44,42,,,,,,,,,,,ON
3,29,50,85,,,,,,,,,,,ON
72,19,49,40,,,,,,,,,,,ON
80,14,28,59,,,,,,,,,,,OFF
8,36,51,54,,,,,,,,,,,ON
52,4,48,67,,,,,,,,,,,OFF
3,18,57,109,,,,,,,,,,,OFF
18,41,21,45,,,,,,,,,,,ON
83,44,25,85,,,,,,,,,,,ON
4,1,58,93,,,,,,,,,,,OFF
90,24,28,65,,,,,,,,,,,OFF
18,44,62,4,,,,,,,,,,,ON
28,24,42,92,,,,,,,,,,,OFF
31,31,47,67,,,,,,,,,,,ON
71,20,64,17,,,,,,,,,,,OFF
14,40,62,26,,,,,,,,,,,ON
90,6,64,31,,,,,,,,,,,OFF
17,43,63,24,,,,,,,,,,,ON
1,38,20,101,,,,,,,,,,,OFF
3,45,23,55,,,,,,,,,,,ON
76,15,26,73,,,,,,,,,,,OFF
35,6,51,1,,,,,,,,,,,OFF
15,39,29,34,,,,,,,,,,,ON
71,45,26,93,,,,,,,,,,,OFF
38,7,59,47,,,,,,,,,,,OFF
49,20,36,13,,,,,,,,,,,ON
22,7,70,32,,,,,,,,,,,ON
26,19,45,106,,,,,,,,,,,OFF
74,7,31,64,,,,,,,,,,,OFF
20,10,70,104,,,,,,,,,,,OFF
46,42,41,2,,,,,,,,,,,ON
87,27,26,21,,,,,,,,,,,OFF
8,8,54,80,,,,,,,,,,,ON
31,36,26,33,,,,,,,,,,,ON
39,1,64,58,,,,,,,,,,,ON
69,43,58,78,,,,,,,,,,,ON
43,22,36,46,,,,,,,,,,,ON
3,7,45,91,,,,,,,,,,,OFF
81,33,64,65,,,,,,,,,,,ON
37,5,24,98,,,,,,,,,,,OFF
78,7,21,63,,,,,,,,,,,OFF
